events,legs,total_return,cagr,max_dd,sharpe,exposure,leg_winrate,leg_pf,event_winrate,event_pf,avg_event,worst_event,best_event,z_thr,aftershock_gap,aftershock_win,n_picks,hold_hours,target_risk
202,606,2.54581208758829,0.3222678400870187,-0.7692614794403732,0.7690322765179398,0.12708558773938647,0.5412541254125413,1.6148422871061046,0.5891089108910891,1.3719284973566088,0.010052275917770128,-0.3813039411395887,0.22642769328239684,2.0,24.0,120.0,3,24,0.1
178,534,0.8661201222744661,0.147611726453021,-0.6593708141450239,0.5760597841601953,0.1657397387824949,0.552434456928839,1.5425000527975257,0.5842696629213483,1.270676328628222,0.004516122567134805,-0.22951926911269804,0.1744789944767776,2.0,24.0,120.0,3,36,0.06
178,534,1.0880606947673668,0.17642884380147383,-0.846567719740694,0.5760597841601954,0.1657397387824949,0.552434456928839,1.5425000527975257,0.5842696629213483,1.2706763286282219,0.007526870945224676,-0.38253211518783015,0.29079832412796264,2.0,24.0,120.0,3,36,0.1
202,1010,0.8532471612043502,0.14585987760110597,-0.693609033330335,0.5544559380715317,0.06608450562448097,0.5485148514851486,1.367125380818836,0.5792079207920792,1.2719573066608294,0.004605101754208656,-0.3378352616199996,0.1669872597757133,2.0,24.0,120.0,5,12,0.06
202,1010,0.9888902565657987,0.16386303343108022,-0.8702091914955344,0.5817787593068893,0.06608450562448097,0.5485148514851486,1.367125380818836,0.5792079207920792,1.2889555070978043,0.007934397324000456,-0.5630587693666661,0.27831209962618886,2.0,24.0,120.0,5,12,0.1
202,1010,2.0798347341193812,0.2817859029364249,-0.49413187657729074,0.853024829032946,0.12708558773938647,0.5623762376237624,1.591353255940379,0.599009900990099,1.4184094541077952,0.00673490171008139,-0.23749977787386173,0.13005423037005204,2.0,24.0,120.0,5,24,0.06
202,1010,3.4634056324389686,0.3911630317406296,-0.7082207239881839,0.8521159128020093,0.12708558773938647,0.5623762376237624,1.591353255940379,0.599009900990099,1.4178284531755208,0.011208787249341873,-0.39583296312310295,0.2167570506167534,2.0,24.0,120.0,5,24,0.1
178,890,1.3764685879758565,0.2105041394224505,-0.5787094963356169,0.7372304541839754,0.1657397387824949,0.5595505617977528,1.5647203096615685,0.6067415730337079,1.3687715785308407,0.0059054964259515385,-0.24576047741990778,0.1317173986805562,2.0,24.0,120.0,5,36,0.06
178,890,2.143093158302354,0.28755026150484464,-0.779841099591603,0.7371740252116685,0.1657397387824949,0.5595505617977528,1.5647203096615685,0.6067415730337079,1.3687383606886925,0.009841607460792018,-0.4096007956998463,0.21952899780092702,2.0,24.0,120.0,5,36,0.1
202,1616,1.0211712650532578,0.16800590382190594,-0.7040356407479946,0.606622378845053,0.06608450562448097,0.5495049504950495,1.3319315075943268,0.599009900990099,1.2958561363940246,0.0049323677006718036,-0.3019710921733432,0.13771797247438416,2.0,24.0,120.0,8,12,0.06
